name,has_test,address,created_at,insider_interview,alternate_url,employer,schedule,accept_temporary,professional_roles,experience,employment,salary_from,salary_to,requirement,responsibility
Data Engineer в команду CRM,False,Москва,2024-06-24 13:46,null,https://hh.ru/vacancy/96071948,Циан,"{'id': 'remote', 'name': 'Удаленная работа'}",False,Другое,От 3 до 6 лет,Полная занятость,null,null,Имеет опыт работы с Hadoop стеком от 2 лет и потоковыми вычислениями (Spark Streaming в приоритете). Есть верхнеуровневое понимание Hadoop...,"Работал с Kafka, Airflow."
Data Scientist,False,null,2024-07-10 21:35,null,https://hh.ru/vacancy/103676633,"Алабуга, ОЭЗ ППТ","{'id': 'fullDay', 'name': 'Полный день'}",False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,160000,320000,Высшее техническое образование. От года опыта работы по специальности. Знания и опыт работы с алгоритмами классического машинного обучения. ,Разработка с нуля пайплайнов машинного обучения. Взаимодействие с <highlighttext>инженерами</highlighttext>-разработчиками для развертывания моделей в производственной среде компании. Взаимодействие с бизнес...
Data Engineer (Дата Инженер),False,Москва,2024-07-05 09:55,null,https://hh.ru/vacancy/94348279,Лига Цифровой Экономики,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Опыт разработки java/scala от 1 года. SQL на уровне написания простых запросов. Hadoop (hdfs, hive, yarn). Базовые знания Spark. ","Построение пайплайнов, Парсинг данных, обогащение данных (Kafka, Nifi, Flink, Hive) по шаблонам. Участие в Agile-церемониях. Участие в выводе и..."
Data Engineer,False,null,2024-06-27 12:38,null,https://hh.ru/vacancy/102845987,СДЭК,"{'id': 'remote', 'name': 'Удаленная работа'}",False,Другое,От 1 года до 3 лет,Полная занятость,null,null,...знание подходов к проектированию хранилища данных / озера данных. Опыт работы с Greenplum / Clickhouse. Опыт работы с Airflow. Знание <highlighttext>Data</highlighttext> quality.,"...данных, автоматизировать проверку качества данных. Настроить <highlighttext>Data</highlighttext> Quality проверки и мониторинг процессов обработки данных. Автоматизировать <highlighttext>data</highlighttext>-pipelines и ETL процессы."
Data engineer,False,Санкт-Петербург,2024-06-18 13:08,null,https://hh.ru/vacancy/102187434,Совкомбанк,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Хорошие знания SQL, опыт работы с одной из реляционной БД - MS SQL/PostgreSQL/Oracle в качестве разработчика. Навыки проектирования реляционных...","Построение ETL процессов, решение задач по организации сбора данных из различных источников в DWH. Разработка и автоматизация процессов преобразования данных..."
"Junior Data Scientist в Дивизион ""Корпоративное взыскание""",False,null,2024-07-06 13:50,null,https://hh.ru/vacancy/103409668,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,Аналитик,От 1 года до 3 лет,Полная занятость,null,null,"Опыт работы DS 3+ года (желательно опыт наставничества/руководства). Библиотеки: Pandas, Scikit-learn, Lightgbm, XGBoost, Catboost, Tensorflow (pytorch). ",Департамент по работе с проблемными активами помогает клиентам сделать выбор в трудной ситуации (особенно в текущей ситуации). Сотрудники департамента разрабатывают...
Data Engineer,False,null,2024-07-09 12:01,null,https://hh.ru/vacancy/103579080,Лига Цифровой Экономики,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Знакомство с СУБД DB2 или готовность её освоить. Опыт разработки SQL-запросов для одной из СУБД: MS SQL, Oracle...",Проект в банке ТОП-3 по разработке форм стандартизованной банковской отчётности на основе выделенного ODS в КХД. Твои задачи: Написание...
Data Engineer,False,Москва,2024-07-11 15:38,null,https://hh.ru/vacancy/103723376,eCredit,"{'id': 'flexible', 'name': 'Гибкий график'}",False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,null,null,"Опыт участия в проектировании/внедрении хранилища данных с применением практик и технологий <highlighttext>Data</highlighttext> management, DWH/BI, Big <highlighttext>Data</highlighttext> и <highlighttext>Data</highlighttext>...","Выстраивать процессы взаимодействия DWH со всеми источниками данных, создавать и поддерживать ETL процессы (Apache Airflow). Проектировать модели данных детального слоя..."
Data Scientist (Deep Learning),False,null,2024-06-22 11:45,null,https://hh.ru/vacancy/97705931,Lamoda Tech,"{'id': 'fullDay', 'name': 'Полный день'}",False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,null,null,"Опыт в области анализа данных и машинного обучения (от 2 лет). Опыт работы с SQL, Hadoop, Hive, Spark. ",Регулярно проводим командные брейнштормы с целью генерации новых идей по развитию наших <highlighttext>data</highlighttext>-driven продуктов. В компании внедрена культура принятия...
AI / ML Tech Lead,False,Москва,2024-07-10 12:05,null,https://hh.ru/vacancy/103643333,Voximplant,"{'id': 'remote', 'name': 'Удаленная работа'}",False,Руководитель группы разработки,Более 6 лет,Полная занятость,null,null,Уже имеете опыт работы тимлидом в продуктовом ML. Знакомы с актуальным стеком в DL NLP (pytorch / tf / transformers / LLM) и...,"Автоматизировать дата-интенсивные пайплайны по обновлению моделей, бороться с <highlighttext>data</highlighttext>/concept drift. Оптимизировать ML-решения под запросы бизнеса, строить каскады..."
Системный администратор Linux,False,,2024-06-17 10:53,null,https://hh.ru/vacancy/102078087,АШАН Ритейл Россия,"{'id': 'fullDay', 'name': 'Полный день'}",False,Системный администратор,От 1 года до 3 лет,Полная занятость,null,null,...Linux Diagnostics and Troubleshooting VMware Certified Associate <highlighttext>Data</highlighttext> Center Virtualization (VCA-DCV) VMware Certified Professional <highlighttext>Data</highlighttext> Center Virtualization (VCP-DCV).,"Решение нестандартных задач по настройке и системному администрированию, диагностированию неисправностей и восстановлению работоспособности серверных операционных систем (MS Windows, RHEL, CentOS..."
Middle IT-рекрутер,False,null,2024-07-09 14:28,null,https://hh.ru/vacancy/99866293,ИТ-Элемент29,"{'id': 'fullDay', 'name': 'Полный день'}",False,Специалист по подбору персонала,От 1 года до 3 лет,Полная занятость,null,null,"Высшее образование (желательно управление персоналом, психологическое). Опыт работы в подборе персонала от 2 лет. Готовы рассмотреть кандидатов без опыта подбора...",Самостоятельно вести вакансии от брифа с заказчиком до выхода кандидата на работу. Оценивать soft skills и hard skills кандидатов. 
Data engineer,False,Санкт-Петербург,2024-06-22 10:23,null,https://hh.ru/vacancy/99928673,BI Consult,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Опыт управления качеством данных и управления данными (<highlighttext>Data</highlighttext> Governance). Опыт работы с колоночными БД (Vertica, Clickhouse, GreenPlum /Arenadata). ",Разработка развитие и сопровождение хранилищ данных. Проектирование и разработка пайплайнов (ETL процессов). Написание функций и хранимых процедур для преобразования и...
Data Engineer (ETL),False,null,2024-06-19 17:28,null,https://hh.ru/vacancy/102299038,Ак Барс Банк,"{'id': 'fullDay', 'name': 'Полный день'}",False,"BI-аналитик, аналитик данных",От 1 года до 3 лет,Полная занятость,null,null,"Уверенное владение SQL (оконные функции, хранимые процедуры, оптимизация запросов). Понимание принципов работы MPP и SMP СУБД. Понимание принципов организации хранилищ...","Разработка ETL процессов для формирования витрин данных на DBT и ApacheAirflow. Написание хранимых процедур (СУБД Oracle, Microsoft SQL Server, Greenplum). "
Product owner,False,null,2024-07-10 15:22,null,https://hh.ru/vacancy/103662244,Bit Lab,"{'id': 'fullDay', 'name': 'Полный день'}",False,Другое,Более 6 лет,Полная занятость,null,null,"5+ years of experience as a Product Owner (Product Manager) in mobile apps development, with cases that showcase your...",...<highlighttext>data</highlighttext>-informed decisions to prioritize development efforts and improve users engagement. Act as a product owner for mobile apps <highlighttext>engineering</highlighttext>...
Data Scientist,False,null,2024-07-10 21:35,null,https://hh.ru/vacancy/103676626,"Алабуга, ОЭЗ ППТ","{'id': 'fullDay', 'name': 'Полный день'}",False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,160000,320000,Высшее техническое образование. От года опыта работы по специальности. Знания и опыт работы с алгоритмами классического машинного обучения. ,Разработка с нуля пайплайнов машинного обучения. Взаимодействие с <highlighttext>инженерами</highlighttext>-разработчиками для развертывания моделей в производственной среде компании. Взаимодействие с бизнес...
"Computer Vision Engineer \ Data Scientist в команду Layer, SberDevices.",False,Москва,2024-06-19 14:47,null,https://hh.ru/vacancy/102284181,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Опыт в CV \ DL области от 2 лет. Крепкое владение Python. Хорошее знание основных фреймворков и библиотек (PyTorch, OpenCV, NumPy...","Вести R&D деятельность: выбирать и обосновывать подходы, исследовать новые, проводить эксперименты и пр. Работать с данными. Разрабатывать модели компьютерного..."
Data Engineer (Каталог),False,null,2024-07-08 15:38,null,https://hh.ru/vacancy/103517950,WILDBERRIES,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,null,null,"Уверенное знание SQL, Python. Опыт работы с ClickHouse, Airflow. Умение организовывать ETL-процессы. Опыт проектирования модели данных. Опыт работы с...","Разработка витрин для аналитиков: сбор требований, согласование и реализация. Контроль качества и полноты загружаемых данных, разработка автоматизированных инструментов для оценки..."
Data Engineer,False,null,2024-07-10 11:51,"{'id': '32903', 'url': 'https://hh.ru/interview/32903?employerId=895945'}",https://hh.ru/vacancy/95221557,Правительство Москвы,"{'id': 'fullDay', 'name': 'Полный день'}",False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,null,null,"Высшее образование. Опыт работы с Hadoop (HDFS, Yarn), понимание структур данных (Parquet). Опыт разработки высокопроизводительных ETL-процессов на pySpark. ","...настраивать процесс загрузки данных в <highlighttext>Data</highlighttext> Lake. Оптимизировать текущие процессы обработки данных. Развивать платформу данных, в т.ч. <highlighttext>Data</highlighttext> Quality."
Руководитель команды Data Science,False,null,2024-07-05 11:38,null,https://hh.ru/vacancy/103351535,X5 Tech,"{'id': 'fullDay', 'name': 'Полный день'}",False,Руководитель группы разработки,Более 6 лет,Полная занятость,null,null,"Знание Python. Знание классических алгоритмов и структур данных. Знание теоретических и практических продвинутых методов машинного обучения. Знание SQL, знакомство с...","Работа с командой (распределение задач, трекинг, развитие команды). Работа над технологическим развитием продукта. Взаимодействие с product owner и стейкхолдерами. "
Data engineer (интеграция с источниками),False,null,2024-06-17 14:26,null,https://hh.ru/vacancy/102106768,X5 Tech,"{'id': 'remote', 'name': 'Удаленная работа'}",False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,null,null,Навык работы с GIT. Уверенные знание Java. Хорошие знания SQL (Oracle/PostgreSQL/MSSQL). Знание и понимание CI/CD (Gitlab CI). ,Разработка ETL Java приложений и тестов к ним. Технический анализ источников данных. Отладка и исправление ошибок загрузки данных. 
Android разработчик,False,Новосибирск,2024-07-06 06:25,null,https://hh.ru/vacancy/101384129,True Engineering,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Хорошее знание Kotlin, Java и Android SDK. Понимание принципов ООП, SOLID. Опыт работы с Git. Опыт создания клиент-серверных приложений. ",Закрытая парковка.
Middle Data Engineer,False,null,2024-07-03 10:01,null,https://hh.ru/vacancy/101078531,Спортмастер,"{'id': 'remote', 'name': 'Удаленная работа'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Уверенное владение Python. Опыт использования эко-системы Hadoop: HDFS, Apache AirFlow, Hive, Kafka,Spark. Знание SQL. Опыт работы с реляционными...","Реализация ETL в Hadoop (с помощью Airflow). Работа с различными источниками данных: Oracle, MS SQL, API личных кабинетов, микросервисы. "
Teamlead (команда Data Engineering - Platform),False,null,2024-06-17 09:10,null,https://hh.ru/vacancy/102061516,СберМаркет,"{'id': 'fullDay', 'name': 'Полный день'}",False,Руководитель группы разработки,От 3 до 6 лет,Полная занятость,null,null,"Опыт управления командой дата <highlighttext>инженеров</highlighttext> от 6 месяцев. Понимание и умение работать с Iceberg, S3. Понимание принципов организации хранилищ...","Заниматься разработкой, оптимизацией и мониторингом ETL-процессов на основе технологий GreenPlum, Airflow, ClickHouse, Spark и Python. Поддерживать CDC-решение и..."
Data Scientist (антифрод модели),False,null,2024-06-30 16:38,null,https://hh.ru/vacancy/100841444,Data-Driven Lab,"{'id': 'remote', 'name': 'Удаленная работа'}",False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,null,null,"Опыт работы на позиции ML <highlighttext>инженера</highlighttext>/<highlighttext>Data</highlighttext> Scientist’a от 2х лет. Опыт программирования на Python, в том числе...",Разработка и поддержка антифрод моделей для нашего продукта. Анализ и поиск новых уязвимостей и аномалий на основе данных. 
Data Scientist,True,null,2024-07-10 14:52,null,https://hh.ru/vacancy/100718522,Rubius,"{'id': 'remote', 'name': 'Удаленная работа'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Опыт работы на позиции <highlighttext>Data</highlighttext> Scientist или Machine Learning <highlighttext>Engineer</highlighttext> от 2 лет. Уметь выяснять потребности бизнеса, формулировать требования. ","Выявлять потребности бизнеса, анализировать бизнес-процессы и формулировать требования к ML-системе. Собирать данные из разных источников, оценивать их качество..."
Аналитик данных отдела исследований рынка \ Data analyst (Market intelligence),False,Москва,2024-06-25 10:42,null,https://hh.ru/vacancy/102660033,Марс,"{'id': 'fullDay', 'name': 'Полный день'}",False,"BI-аналитик, аналитик данных",От 1 года до 3 лет,Полная занятость,null,null,"Высшее образование: прикладная математика, информатика, обработка данных или IT. От 2-х лет опыта работы в разработке решений в области...","Подготавливать требования для формирования витрин данных, взаимодействовать с командой дата-<highlighttext>инженеров</highlighttext>. Автоматизировать анализ, визуализацию и отчетность с помощью Power BI..."
Data Engineer,False,null,2024-06-28 11:28,null,https://hh.ru/vacancy/102910763,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,Аналитик,От 1 года до 3 лет,Полная занятость,null,null,"Высшее техническое образование (ИТ). Опыт разработки отчётов в BI-системах (QlikSense, Apache Superset). Отличное знание SQL. Опыт работы с Hadoop. ",Участвовать в интервью с заказчиками отчетности. Прорабатывать техническое задание. Разрабатывать код по формированию витрин данных. Разрабатывать код построения отчётов. 
Data Scientist,False,null,2024-07-08 10:22,null,https://hh.ru/vacancy/93627271,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Опыт работы в области <highlighttext>Data</highlighttext> Science от 1 года. Хорошее знание алгоритмов машинного обучения, нейронных сетей. Базовые знания Spark, опыт...",Построение и поддержка аналитических моделей: Python + Spark + DS Stack (мы используем PyTorch и PyTorch Geometric). Feature <highlighttext>Engineering</highlighttext>: методы...
"Разработчик/инженер данных, DWH банка",False,null,2024-06-13 18:45,null,https://hh.ru/vacancy/101882448,Газпромбанк,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,null,null,"Уверенные навыки работы с одной современной СУБД (GreenPlum, PostgeeSQL, MS SQL Server, Oracle, Teradata, и т.д.). — Хорошее знание SQL...",Разрабатывать утилиты автоматизации процессов разработки корпоративного хранилища данных (<highlighttext>Data</highlighttext> Warehouse). - Внедрять лучшие практики CI/CD в существующие процессы разработки ПО. - 
Senior Data Engineer,False,null,2024-06-26 12:57,null,https://hh.ru/vacancy/102767863,Start Industries,"{'id': 'remote', 'name': 'Удаленная работа'}",True,"Программист, разработчик",От 3 до 6 лет,Полная занятость,null,null,"Опыт работы с KAFKA и настройкой топиков. Глубокое знание базы данных ClickHouse, включая движки MergeTree. Умение работать с системами гарантированной...",Разработка и поддержка системы обработки данных на базе KAFKA и ClickHouse. Подключение базы данных RiskData в качестве консамера для загрузки...
Ведущий инженер качества данных,False,null,2024-07-09 17:16,null,https://hh.ru/vacancy/103609493,Газпром нефть,"{'id': 'fullDay', 'name': 'Полный день'}",False,Инженер по качеству,От 1 года до 3 лет,Полная занятость,null,null,"Имеешь высшее образование по направлению ИТ. Знаешь принципы Dаtа Governаnce, <highlighttext>Data</highlighttext> Quality, пoдхoды к мoниторингу кaчества дaнных. Имеешь опыт участия...","Исследовать системы-источники данных. Формировать требования к качеству данных систем-источников, слоев хранилища, витрин данных. Выявлять потребности заказчика и управлять..."
Senior Data Scientist [NUUM],False,null,2024-06-24 09:07,null,https://hh.ru/vacancy/90499078,МТС,"{'id': 'fullDay', 'name': 'Полный день'}",False,Дата-сайентист,От 3 до 6 лет,Полная занятость,null,null,"Знания Python и SQL, а также опыт интеграции с Go сервисами. Опыт работы с рекомендательными системами для контента или поисковыми...",Формулировать с продуктовой командой гипотезы улучшения рекомендаций. Совершенствовать с операционной командой и командой CV существующую разметку. Перекладывать бизнес-задачи на...
Junior IT recruiter / Рекрутер,False,null,2024-07-08 12:50,null,https://hh.ru/vacancy/102919128,Снэп АйТи,"{'id': 'fullDay', 'name': 'Полный день'}",False,Специалист по подбору персонала,От 1 года до 3 лет,Полная занятость,70000,,У тебя есть понимание специфики IT-рынка. Ты любишь общаться и можешь найти подход к любому человеку. Обладаешь релевантным опытом...,"Работа с IT вакансиями уровня Senior и Middle: backend/frontend/mobile developers, DevOps <highlighttext>engineer</highlighttext>, QA (manual, mobile), <highlighttext>Data</highlighttext> <highlighttext>engineer</highlighttext>, Аналитики..."
Аналитик данных,False,,2024-07-11 13:18,null,https://hh.ru/vacancy/103132833,Aiti Guru,"{'id': 'fullDay', 'name': 'Полный день'}",False,Системный аналитик,От 3 до 6 лет,Полная занятость,130000,,"Опыт в разрезе клиентов (клиентских баз), продаж, закупок и ассортимента. Понимание бизнес-метрик для ритейла. Опыт работы с любым BI...","...в презентациях и представление материалов перед бизнесом. Участие в проектировании, анализе, разработке, внутреннем тестировании и документировании проектов с Big <highlighttext>Data</highlighttext>."
Technical Support Engineer (Vietnam),False,null,2024-07-11 07:58,null,https://hh.ru/vacancy/103465709,Servers.com,"{'id': 'shift', 'name': 'Сменный график'}",False,Специалист технической поддержки,От 1 года до 3 лет,Полная занятость,null,null,"Your English is sufficient for e-mail correspondence. You are attentive to details, able to search and analyze information. ","System administration of servers from anywhere in the world. Diagnose hardware, software and network server issues. Work with hardware monitoring. "
Data Engineer (Greenplum),False,null,2024-06-19 10:48,null,https://hh.ru/vacancy/100081314,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,null,null,"Опыт работы с ETL-инструментами (Informatica PC, Oracle <highlighttext>Data</highlighttext> Integrator и т.д.). Внимательность. Стрессоустойчивость. Общее понимание BigData и Hadoop. ","Сбор данных из систем-источников (анализ атрибутного состава, качества данных, выбор систем-источников, выбор методов загрузки, реализация механизмов загрузки). "
Data Engineer/SQL разработчик,False,null,2024-07-06 13:29,null,https://hh.ru/vacancy/101423614,ПСБ (ПАО «Промсвязьбанк»),"{'id': 'shift', 'name': 'Сменный график'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,"Высшее образование. Знание SQL на высоком уровне и опыт оптимизации запросов (подзапросы, оконные функции, курсоры, динамические запросы). Свободное владение технологиями...","Поддержка и развитие хранилища данных (DWH) на базе PostgreSQL, MS SQL. Принимать участие в архитектурных решениях. Разработка хранимых процедур, функций..."
Data Engineer,False,Рязань,2024-07-01 19:54,"{'id': '32978', 'url': 'https://hh.ru/interview/32978?employerId=78638'}",https://hh.ru/vacancy/103079548,Т-Банк,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,null,null,Свободно владеете SQL. Работали с DWH в качестве аналитика или разработчика минимум 2 года. Понимаете теорию СУБД- и ETL-процессов. ,"...проектах по развитию <highlighttext>Data</highlighttext> Platform. Писать скрипты SQL и Python, это опционально. Прорабатывать интеграции с внешними системами для <highlighttext>Data</highlighttext> Platform."
Technical Support Engineer (Vietnam),False,null,2024-07-11 07:58,null,https://hh.ru/vacancy/103465711,Servers.com,"{'id': 'shift', 'name': 'Сменный график'}",False,Специалист технической поддержки,От 1 года до 3 лет,Полная занятость,null,null,"Your English is sufficient for e-mail correspondence. You are attentive to details, able to search and analyze information. ","System administration of servers from anywhere in the world. Diagnose hardware, software and network server issues. Work with hardware monitoring. "
Старший менеджер по продукту [Medtech],False,Москва,2024-07-03 09:25,null,https://hh.ru/vacancy/100793490,МТС,"{'id': 'fullDay', 'name': 'Полный день'}",False,Менеджер продукта,От 3 до 6 лет,Полная занятость,null,null,"Знание трендов в MedTech, Big <highlighttext>Data</highlighttext>, AI. Механики проведения CustDev. Опыт создания продуктов в области MedTech . Умение взаимодействовать с технической...",Анализировать рынок. Разрабатывать концепции продукта. Проводить CustDev. Формировать roadmap. Формировать P&L. Формировать команды. Управлять командой. Приоритизировать бэклог. 
Data engineer,False,null,2024-06-13 10:19,null,https://hh.ru/vacancy/101831034,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,Аналитик,От 1 года до 3 лет,Полная занятость,null,null,"...концепций из области <highlighttext>Data</highlighttext> Warehouse. Желателен опыт разработки витрин данных. Опыт работы со стеком технологий Big <highlighttext>Data</highlighttext> (Hadoop, Spark, Hive...","...по вопросам работы с данными. Предоставление экспертной поддержки внутренним потребителям (<highlighttext>data</highlighttext> analysts, <highlighttext>data</highlighttext> scientists) по вопросам, связанным с использованием данных."
Специалист по цифровым технологиям аудита,False,null,2024-06-17 09:21,null,https://hh.ru/vacancy/102063850,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,Аудитор,Нет опыта,Полная занятость,50000,,Имеешь оконченное высшее образование или студент старших курсов. Можешь обрабатывать данные с помощью SQL или Excel/PowerQuery. Хочешь развить знания...,Исследовать и анализировать большие неструктурированные объемы информации. Участвовать в аудиторских проверках по всем направлениям работы Сбера. Подготавливать рекомендации по улучшению...
Middle/Senior Python Engineer,False,null,2024-07-10 15:48,null,https://hh.ru/vacancy/103664529,Betby,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",Более 6 лет,Полная занятость,,5000,"...DBMS, ensuring efficient <highlighttext>data</highlighttext> storage and retrieval. Extensive knowledge of NoSQL-storages, particularly MongoDB, to handle complex <highlighttext>data</highlighttext> structures with...","Develop Web Services and Components: Leverage your expertise to create robust, efficient, and scalable web services and components. "
Data Engineer (MENA),True,Москва,2024-07-02 12:51,null,https://hh.ru/vacancy/98331997,GlowByte,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,null,null,Минимум 4 года опыта в разработке промышленных систем в роли разработчика на протяжении всего жизненного цикла проекта. Опыт программирования БД...,"Платформы хранения и анализа данных (DWH/BI). Системы принятия решений и управления рисками. Аналитические и операционные CRM. ORACLE DB, MS..."
Data Engineer,False,null,2024-06-21 09:18,null,https://hh.ru/vacancy/102407451,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,Аналитик,От 1 года до 3 лет,Полная занятость,null,null,Опыт работы в области обработки и анализа больших данных не менее 2 лет. Отличные знания SQL и одного из языков...,"Взаимодействие с сотрудников из других отделов и членами команды, включая владельцев продуктов, аналитиков данных, <highlighttext>инженеров</highlighttext> данных и разработчиков, для обеспечения..."
Data Engineer,False,null,2024-06-24 09:51,null,https://hh.ru/vacancy/98230521,МТС Финтех,"{'id': 'fullDay', 'name': 'Полный день'}",False,Аналитик,От 3 до 6 лет,Полная занятость,null,null,Имеешь опыт промышленного программирования на Python. Имеешь опыт создания архитектуры потоков данных и инструментов для управления ими. Знаешь SQL как...,"СТЭК: Database Systems: ClickHouse, GreenPlum. DataFlow/ETL: Airflow. Continuous Integration: Gitlab CI. Создание и доработка фреймворков, обеспечивающих загрузку данных в..."
Senior разработчик Oracle [MTC Digital],False,null,2024-07-02 12:58,null,https://hh.ru/vacancy/103130576,МТС,"{'id': 'remote', 'name': 'Удаленная работа'}",False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,null,null,Участие в проектах по созданию хранилищ данных/ЕХД/КХД/КИХ/<highlighttext>data</highlighttext> lake от 2 лет. Опыт работы по направлению разработчик...,"Заниматься миграцией текущего функционала в Greenplum и Hadoop (поддержка команды подрядчика). Анализировать и оценивать требования заказчиков, формировать и приоритезировать бэклога. "
ГИС-аналитик,False,null,2024-07-08 17:50,null,https://hh.ru/vacancy/103531342,"Алабуга, ОЭЗ ППТ","{'id': 'fullDay', 'name': 'Полный день'}",False,Геодезист,От 1 года до 3 лет,Полная занятость,,300000,"Знания QGIS, ArcGIS, Earth <highlighttext>Engine</highlighttext>. Python, SQL, PostgreSQL, JavaScript, Big <highlighttext>Data</highlighttext>, Машинное обучение. Патриот. Коммуникабельный. Быстро обучаемый. Обязательный профильный опыт...",Создание нейросетевых моделей семантической сегментации объектов. Анализ динамики и визуализация данных на основе космической съемки. Разработка геоинформационных систем и прикладного...
Junior+/Middle Data Analyst,True,null,2024-06-28 14:00,null,https://hh.ru/vacancy/102924756,BestDoctor,"{'id': 'fullDay', 'name': 'Полный день'}",False,"BI-аналитик, аналитик данных",От 1 года до 3 лет,Полная занятость,null,null,"Имеешь опыт работы в роли <highlighttext>Data</highlighttext>-аналитика от 1 года. Отлично владеешь SQL: сложные запросы, cte, оконные функции. ",Строить понятные и удобные для принятия управленческих решений дашборды и отчеты. Тесно работать с командами <highlighttext>инженеров</highlighttext>-данных и оунером продукта...
Аналитик (DWH/BI) /Дата Аналитик,False,null,2024-06-27 11:13,null,https://hh.ru/vacancy/96122658,Ventra IT Solutions,"{'id': 'fullDay', 'name': 'Полный день'}",False,Аналитик,От 3 до 6 лет,Полная занятость,,300000,"Опыт от 3-х лет в роли <highlighttext>Data</highlighttext>-аналитика (BI/DWH) на проектах построения BI-систем, хранилищ данных, аналитических кубов. ","Поддержка имеющихся <highlighttext>Data</highlighttext>-продуктов (обработка инцидентов и change requests). Создание концептуальных, логических и физических моделей данных <highlighttext>Data</highlighttext>-доменов. "
Data Engineer(ETL),False,null,2024-06-24 12:49,null,https://hh.ru/vacancy/102587191,СБЕР,"{'id': 'fullDay', 'name': 'Полный день'}",False,Аналитик,От 1 года до 3 лет,Полная занятость,null,null,опыт работы с СУБД (clickhouse/postgres). ⎯ высокий уровень SQL. ⎯ опыт проектирования моделей данных под определенные условия. ⎯ навыки использования MPP. ⎯ ,"HR платформа Сбера – собственный продукт компании, который покрывает весь жизненный цикл работы с человеческим капиталом: подбор, обучение, развитие, оценка, результативность..."
ML-инженер,False,null,2024-07-09 20:02,null,https://hh.ru/vacancy/102878286,Claire&Clarté,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,,250000,"Математическая база – понимание принципов математической статистики, теории вероятностей, построения моделей (Linear Regression, Logistic Regression, Random Forest, G- boosting, нейронные...",Построение и обучение нейронных сетей. Подготовка dataset из неструктурированных данных. Построение пайплайнов от сбора данных до получения...
Data Engineer/Data Analyst,False,null,2024-06-18 12:42,null,https://hh.ru/vacancy/102184835,Неофлекс,"{'id': 'fullDay', 'name': 'Полный день'}",False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,null,null,Опыт проектирования логических и физических моделей хранилищ данных (<highlighttext>Data</highlighttext> Vault) или участие в проектах по автоматизации отчетности на базе хранилища...,"Взаимодействие с бизнес-подразделениями и ИТ-командами для определения потребностей использования данных хранилища, с целью развития модели хранилища. "
